Variable,B3-A-Formar parte de alguna red de docentes/directores-Recuento,B3-A-Formar parte de alguna red de docentes/directores-% del N de fila,B3-A-Formar parte de alguna red de docentes/directores-% de N columnas,B3-A-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-A-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-A-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-A-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-A-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-A-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-A-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-A-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-A-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-A-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas,B3-B-Formar parte de alguna red de docentes/directores-Recuento,B3-B-Formar parte de alguna red de docentes/directores-% del N de fila,B3-B-Formar parte de alguna red de docentes/directores-% de N columnas,B3-B-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-B-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-B-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-B-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-B-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-B-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-B-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-B-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-B-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-B-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas,B3-C-Formar parte de alguna red de docentes/directores-Recuento,B3-C-Formar parte de alguna red de docentes/directores-% del N de fila,B3-C-Formar parte de alguna red de docentes/directores-% de N columnas,B3-C-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-C-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-C-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-C-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-C-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-C-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-C-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-C-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-C-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-C-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas,B3-D-Formar parte de alguna red de docentes/directores-Recuento,B3-D-Formar parte de alguna red de docentes/directores-% del N de fila,B3-D-Formar parte de alguna red de docentes/directores-% de N columnas,B3-D-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-D-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-D-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-D-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-D-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-D-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-D-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-D-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-D-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-D-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas,B3-E-Formar parte de alguna red de docentes/directores-Recuento,B3-E-Formar parte de alguna red de docentes/directores-% del N de fila,B3-E-Formar parte de alguna red de docentes/directores-% de N columnas,B3-E-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-E-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-E-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-E-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-E-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-E-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-E-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-E-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-E-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-E-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas,B3-F-Formar parte de alguna red de docentes/directores-Recuento,B3-F-Formar parte de alguna red de docentes/directores-% del N de fila,B3-F-Formar parte de alguna red de docentes/directores-% de N columnas,B3-F-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-Recuento,B3-F-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% del N de fila,B3-F-Recibir asesoría y acompañamiento por parte de la supervisión o de un asesor técnico pedagógico-% de N columnas,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-Recuento,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% del N de fila,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio en la escuela-% de N columnas,B3-F-Participar en programas de especialización de métodos de enseñanza colectivos-Recuento,B3-F-Participar en programas de especialización de métodos de enseñanza colectivos-% del N de fila,B3-F-Participar en programas de especialización de métodos de enseñanza colectivos-% de N columnas,B3-F-Acceder a cursos o talleres relacionados con las características del plan de estudio-Recuento,B3-F-Acceder a cursos o talleres relacionados con las características del plan de estudio-% del N de fila,B3-F-Acceder a cursos o talleres relacionados con las características del plan de estudio-% de N columnas,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-Recuento,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% del N de fila,B3-F-Participar en ejercicios colectivos de reflexión y análisis sobre el plan de estudio a nivel de zona o sector escolar-% de N columnas
GUERRERO,3,0.17,0.01,2,0.11,0,5,0.28,0.01,5,0.28,0.01,0,0,0,3,0.17,0,2,0.11,0,6,0.33,0.01,5,0.28,0,1,0.06,0,1,0.06,0,3,0.17,0,3,0.17,0,0,0,0,2,0.11,0,0,0,0,9,0.5,0.01,4,0.22,0,4,0.22,0,1,0.06,0,1,0.06,0,6,0.33,0.01,2,0.11,0,4,0.22,0.01,2,0.11,0,4,0.22,0.01,2,0.11,0,5,0.28,0.01,2,0.11,0,3,0.17,0,4,0.22,0,5,0.28,0.01,3,0.17,0,1,0.06,0,4,0.22,0,1,0.06,0
HIDALGO,24,0.14,0.04,47,0.27,0.03,37,0.21,0.04,23,0.13,0.03,5,0.03,0.02,37,0.21,0.03,15,0.09,0.03,39,0.23,0.04,32,0.19,0.03,34,0.2,0.03,25,0.15,0.04,28,0.16,0.03,24,0.14,0.04,19,0.11,0.03,25,0.15,0.03,32,0.19,0.03,25,0.15,0.03,48,0.28,0.05,29,0.17,0.03,20,0.12,0.03,21,0.12,0.03,26,0.15,0.03,51,0.3,0.04,26,0.15,0.03,33,0.19,0.04,27,0.16,0.04,25,0.15,0.03,34,0.2,0.04,36,0.21,0.03,18,0.1,0.03,48,0.28,0.03,21,0.12,0.04,33,0.19,0.04,24,0.14,0.04,31,0.18,0.03,16,0.09,0.03
JALISCO,20,0.11,0.03,49,0.27,0.04,34,0.18,0.04,19,0.1,0.02,12,0.07,0.04,51,0.28,0.04,17,0.09,0.04,30,0.16,0.03,43,0.23,0.04,29,0.16,0.03,35,0.19,0.05,31,0.17,0.04,20,0.11,0.03,31,0.17,0.04,24,0.13,0.03,42,0.23,0.04,30,0.16,0.03,38,0.21,0.04,32,0.17,0.04,30,0.16,0.04,22,0.12,0.03,43,0.23,0.04,35,0.19,0.03,22,0.12,0.03,36,0.2,0.04,18,0.1,0.02,34,0.19,0.04,27,0.15,0.03,46,0.25,0.04,23,0.13,0.03,59,0.32,0.04,27,0.15,0.05,27,0.15,0.03,25,0.14,0.04,26,0.14,0.02,20,0.11,0.04
MICHOACÁN,5,0.11,0.01,9,0.2,0.01,5,0.11,0.01,5,0.11,0.01,4,0.09,0.01,18,0.39,0.01,5,0.11,0.01,13,0.28,0.01,7,0.15,0.01,11,0.24,0.01,4,0.09,0.01,6,0.13,0.01,7,0.15,0.01,7,0.15,0.01,8,0.17,0.01,8,0.17,0.01,7,0.15,0.01,9,0.2,0.01,6,0.13,0.01,3,0.07,0,9,0.2,0.01,8,0.17,0.01,15,0.33,0.01,5,0.11,0.01,11,0.24,0.01,11,0.24,0.01,5,0.11,0.01,6,0.13,0.01,8,0.17,0.01,5,0.11,0.01,12,0.26,0.01,3,0.07,0.01,12,0.26,0.01,8,0.17,0.01,8,0.17,0.01,3,0.07,0.01
MORELOS,23,0.14,0.04,42,0.25,0.03,36,0.22,0.04,14,0.08,0.02,7,0.04,0.02,44,0.27,0.03,11,0.07,0.02,41,0.25,0.04,37,0.22,0.03,31,0.19,0.03,18,0.11,0.03,28,0.17,0.03,13,0.08,0.02,24,0.15,0.03,25,0.15,0.03,36,0.22,0.03,31,0.19,0.03,37,0.22,0.04,29,0.18,0.03,30,0.18,0.04,17,0.1,0.02,30,0.18,0.03,35,0.21,0.03,25,0.15,0.03,30,0.18,0.03,16,0.1,0.02,20,0.12,0.02,40,0.24,0.04,39,0.24,0.03,21,0.13,0.03,60,0.36,0.04,13,0.08,0.02,31,0.19,0.04,15,0.09,0.03,36,0.22,0.03,11,0.07,0.02
NAYARIT,21,0.11,0.03,60,0.32,0.04,25,0.13,0.03,27,0.14,0.03,12,0.06,0.04,45,0.24,0.04,16,0.08,0.03,32,0.17,0.03,47,0.25,0.04,32,0.17,0.03,31,0.16,0.04,32,0.17,0.04,24,0.13,0.04,23,0.12,0.03,33,0.17,0.04,42,0.22,0.04,35,0.18,0.04,33,0.17,0.03,38,0.2,0.04,24,0.13,0.03,33,0.17,0.05,31,0.16,0.03,27,0.14,0.02,37,0.2,0.04,35,0.18,0.04,27,0.14,0.04,31,0.16,0.04,37,0.2,0.04,43,0.23,0.04,17,0.09,0.03,56,0.3,0.03,24,0.13,0.04,21,0.11,0.02,21,0.11,0.04,42,0.22,0.04,26,0.14,0.05
NUEVO LEÓN,3,0.09,0.01,11,0.34,0.01,5,0.16,0.01,5,0.16,0.01,1,0.03,0,7,0.22,0.01,2,0.06,0,7,0.22,0.01,10,0.31,0.01,7,0.22,0.01,3,0.09,0,3,0.09,0,6,0.19,0.01,2,0.06,0,2,0.06,0,10,0.31,0.01,5,0.16,0.01,7,0.22,0.01,5,0.16,0.01,6,0.19,0.01,5,0.16,0.01,4,0.13,0,8,0.25,0.01,4,0.13,0.01,5,0.16,0.01,4,0.13,0.01,4,0.13,0.01,2,0.06,0,10,0.31,0.01,7,0.22,0.01,11,0.34,0.01,2,0.06,0,6,0.19,0.01,4,0.13,0.01,5,0.16,0.01,4,0.13,0.01
PUEBLA,19,0.1,0.03,53,0.28,0.04,41,0.22,0.05,24,0.13,0.03,6,0.03,0.02,48,0.25,0.04,10,0.05,0.02,54,0.28,0.05,43,0.23,0.04,35,0.18,0.04,24,0.13,0.03,25,0.13,0.03,27,0.14,0.04,25,0.13,0.03,37,0.19,0.04,35,0.18,0.03,24,0.13,0.03,43,0.23,0.04,25,0.13,0.03,18,0.09,0.03,25,0.13,0.03,43,0.23,0.04,41,0.22,0.04,39,0.2,0.05,25,0.13,0.03,22,0.12,0.03,22,0.12,0.03,37,0.19,0.04,64,0.34,0.05,21,0.11,0.03,85,0.45,0.05,19,0.1,0.03,23,0.12,0.03,17,0.09,0.03,32,0.17,0.03,15,0.08,0.03
QUERÉTARO,23,0.1,0.04,84,0.35,0.06,40,0.17,0.04,22,0.09,0.03,13,0.05,0.04,59,0.25,0.05,15,0.06,0.03,50,0.21,0.05,63,0.26,0.06,39,0.16,0.04,34,0.14,0.05,39,0.16,0.04,33,0.14,0.05,34,0.14,0.04,40,0.17,0.05,39,0.16,0.04,48,0.2,0.05,46,0.19,0.04,30,0.13,0.03,23,0.1,0.03,36,0.15,0.05,66,0.28,0.07,42,0.18,0.04,43,0.18,0.05,46,0.19,0.05,34,0.14,0.04,37,0.15,0.04,47,0.2,0.05,54,0.23,0.05,22,0.09,0.03,93,0.39,0.06,16,0.07,0.03,24,0.1,0.03,27,0.11,0.05,49,0.2,0.05,31,0.13,0.06
QUINTANA ROO,23,0.11,0.04,48,0.24,0.04,43,0.21,0.05,31,0.15,0.04,16,0.08,0.05,41,0.2,0.03,17,0.08,0.04,43,0.21,0.04,47,0.23,0.04,37,0.18,0.04,25,0.12,0.04,33,0.16,0.04,21,0.1,0.03,30,0.15,0.04,35,0.17,0.04,35,0.17,0.03,27,0.13,0.03,54,0.27,0.05,29,0.14,0.03,28,0.14,0.04,15,0.07,0.02,36,0.18,0.04,57,0.28,0.05,37,0.18,0.04,32,0.16,0.03,33,0.16,0.04,28,0.14,0.03,40,0.2,0.04,42,0.21,0.04,27,0.13,0.04,80,0.4,0.05,20,0.1,0.03,34,0.17,0.04,23,0.11,0.04,35,0.17,0.03,10,0.05,0.02
SAN LUIS POTOSÍ,39,0.16,0.06,65,0.27,0.05,48,0.2,0.05,32,0.13,0.04,10,0.04,0.03,49,0.2,0.04,17,0.07,0.04,47,0.19,0.04,59,0.24,0.05,50,0.21,0.05,26,0.11,0.04,44,0.18,0.05,25,0.1,0.04,38,0.16,0.05,32,0.13,0.04,49,0.2,0.05,41,0.17,0.04,58,0.24,0.06,46,0.19,0.05,24,0.1,0.03,32,0.13,0.04,43,0.18,0.04,62,0.26,0.05,36,0.15,0.04,53,0.22,0.06,38,0.16,0.05,30,0.12,0.04,40,0.17,0.04,50,0.21,0.04,32,0.13,0.05,63,0.26,0.04,31,0.13,0.05,42,0.17,0.05,29,0.12,0.05,54,0.22,0.05,24,0.1,0.04
SINALOA,56,0.15,0.09,87,0.23,0.06,60,0.16,0.07,70,0.18,0.09,17,0.05,0.06,92,0.24,0.07,43,0.11,0.09,83,0.22,0.07,79,0.21,0.07,67,0.18,0.07,46,0.12,0.07,63,0.17,0.07,52,0.14,0.08,62,0.16,0.08,63,0.17,0.08,71,0.19,0.07,63,0.17,0.07,70,0.18,0.07,62,0.16,0.07,54,0.14,0.08,60,0.16,0.08,68,0.18,0.07,79,0.21,0.07,57,0.15,0.07,56,0.15,0.06,47,0.12,0.06,61,0.16,0.07,64,0.17,0.07,97,0.26,0.08,55,0.15,0.08,111,0.29,0.07,48,0.13,0.08,57,0.15,0.07,41,0.11,0.07,79,0.21,0.07,44,0.12,0.08
SONORA,20,0.12,0.03,49,0.29,0.04,24,0.14,0.03,26,0.16,0.03,8,0.05,0.03,41,0.24,0.03,20,0.12,0.04,29,0.17,0.03,38,0.23,0.03,32,0.19,0.03,23,0.14,0.03,26,0.16,0.03,18,0.11,0.03,18,0.11,0.02,26,0.16,0.03,35,0.21,0.03,35,0.21,0.04,36,0.21,0.03,26,0.16,0.03,20,0.12,0.03,30,0.18,0.04,28,0.17,0.03,31,0.19,0.03,33,0.2,0.04,37,0.22,0.04,28,0.17,0.04,26,0.16,0.03,23,0.14,0.03,40,0.24,0.03,14,0.08,0.02,47,0.28,0.03,24,0.14,0.04,24,0.14,0.03,24,0.14,0.04,31,0.19,0.03,18,0.11,0.03
TABASCO,8,0.13,0.01,15,0.24,0.01,4,0.06,0,13,0.21,0.02,5,0.08,0.02,18,0.29,0.01,4,0.06,0.01,10,0.16,0.01,16,0.25,0.01,14,0.22,0.01,9,0.14,0.01,10,0.16,0.01,13,0.21,0.02,2,0.03,0,13,0.21,0.02,10,0.16,0.01,12,0.19,0.01,13,0.21,0.01,8,0.13,0.01,10,0.16,0.01,3,0.05,0,16,0.26,0.02,15,0.24,0.01,10,0.16,0.01,8,0.13,0.01,14,0.23,0.02,12,0.19,0.01,7,0.11,0.01,14,0.23,0.01,7,0.11,0.01,21,0.34,0.01,12,0.19,0.02,14,0.23,0.02,3,0.05,0.01,7,0.11,0.01,5,0.08,0.01
TAMAULIPAS,24,0.12,0.04,44,0.21,0.03,35,0.17,0.04,32,0.16,0.04,15,0.07,0.05,56,0.27,0.04,17,0.08,0.04,49,0.24,0.04,38,0.18,0.03,40,0.19,0.04,31,0.15,0.04,31,0.15,0.04,21,0.1,0.03,34,0.17,0.04,38,0.18,0.05,39,0.19,0.04,35,0.17,0.04,39,0.19,0.04,32,0.16,0.04,33,0.16,0.05,32,0.16,0.04,41,0.2,0.04,40,0.2,0.04,27,0.13,0.03,39,0.19,0.04,28,0.14,0.04,39,0.19,0.05,27,0.13,0.03,43,0.21,0.04,29,0.14,0.04,72,0.35,0.04,18,0.09,0.03,24,0.12,0.03,26,0.13,0.05,41,0.2,0.04,24,0.12,0.04
TLAXCALA,10,0.11,0.02,30,0.34,0.02,13,0.15,0.01,14,0.16,0.02,4,0.05,0.01,18,0.2,0.01,11,0.12,0.02,20,0.23,0.02,18,0.2,0.02,13,0.15,0.01,13,0.15,0.02,14,0.16,0.02,9,0.1,0.01,13,0.15,0.02,11,0.12,0.01,20,0.23,0.02,19,0.21,0.02,17,0.19,0.02,12,0.14,0.01,6,0.07,0.01,20,0.23,0.03,21,0.24,0.02,16,0.18,0.01,14,0.16,0.02,19,0.21,0.02,16,0.18,0.02,10,0.11,0.01,15,0.17,0.02,20,0.23,0.02,9,0.1,0.01,28,0.32,0.02,4,0.05,0.01,17,0.19,0.02,6,0.07,0.01,17,0.19,0.02,17,0.19,0.03
VERACRUZ,12,0.1,0.02,29,0.24,0.02,21,0.18,0.02,19,0.16,0.02,4,0.03,0.01,34,0.29,0.03,12,0.1,0.02,17,0.14,0.02,24,0.2,0.02,23,0.19,0.02,17,0.14,0.02,26,0.22,0.03,19,0.16,0.03,19,0.16,0.03,18,0.15,0.02,28,0.24,0.03,18,0.15,0.02,17,0.14,0.02,24,0.2,0.03,23,0.19,0.03,17,0.14,0.02,23,0.19,0.02,20,0.17,0.02,12,0.1,0.01,16,0.13,0.02,18,0.15,0.02,18,0.15,0.02,15,0.13,0.02,35,0.29,0.03,17,0.14,0.03,36,0.3,0.02,13,0.11,0.02,21,0.18,0.02,11,0.09,0.02,25,0.21,0.02,13,0.11,0.02
YUCATÁN,8,0.07,0.01,33,0.27,0.02,31,0.25,0.03,8,0.07,0.01,7,0.06,0.02,35,0.29,0.03,7,0.06,0.01,33,0.27,0.03,21,0.17,0.02,18,0.15,0.02,16,0.13,0.02,27,0.22,0.03,13,0.11,0.02,14,0.12,0.02,24,0.2,0.03,25,0.21,0.02,23,0.19,0.03,23,0.19,0.02,17,0.14,0.02,12,0.1,0.02,12,0.1,0.02,34,0.28,0.03,27,0.22,0.02,20,0.16,0.02,30,0.25,0.03,17,0.14,0.02,17,0.14,0.02,21,0.17,0.02,27,0.22,0.02,10,0.08,0.02,47,0.39,0.03,13,0.11,0.02,17,0.14,0.02,16,0.13,0.03,22,0.18,0.02,7,0.06,0.01
ZACATECAS,23,0.11,0.04,61,0.28,0.04,30,0.14,0.03,41,0.19,0.05,30,0.14,0.1,33,0.15,0.03,29,0.13,0.06,42,0.19,0.04,45,0.21,0.04,31,0.14,0.03,24,0.11,0.03,47,0.22,0.05,24,0.11,0.04,28,0.13,0.04,40,0.18,0.05,46,0.21,0.04,34,0.16,0.04,46,0.21,0.04,45,0.21,0.05,29,0.13,0.04,35,0.16,0.05,36,0.17,0.04,39,0.18,0.03,34,0.16,0.04,33,0.15,0.04,33,0.15,0.04,32,0.15,0.04,42,0.19,0.05,41,0.19,0.04,37,0.17,0.05,64,0.29,0.04,25,0.12,0.04,36,0.17,0.04,22,0.1,0.04,50,0.23,0.05,21,0.1,0.04
Hombre,27,0.12,0.04,53,0.23,0.04,52,0.23,0.06,39,0.17,0.05,13,0.06,0.04,47,0.2,0.04,26,0.11,0.05,63,0.27,0.06,53,0.23,0.05,21,0.09,0.02,30,0.13,0.04,38,0.17,0.04,37,0.16,0.05,31,0.13,0.04,40,0.17,0.05,42,0.18,0.04,40,0.17,0.04,41,0.18,0.04,37,0.16,0.04,31,0.13,0.04,29,0.13,0.04,53,0.23,0.05,47,0.2,0.04,34,0.15,0.04,30,0.13,0.03,30,0.13,0.04,36,0.16,0.04,49,0.21,0.05,49,0.21,0.04,37,0.16,0.05,74,0.32,0.04,23,0.1,0.04,21,0.09,0.02,27,0.12,0.05,52,0.23,0.05,34,0.15,0.06
Mujer,620,0.12,0.96,1322,0.26,0.96,856,0.17,0.94,763,0.15,0.95,290,0.06,0.96,1253,0.25,0.96,465,0.09,0.95,1052,0.21,0.94,1092,0.21,0.95,976,0.19,0.98,667,0.13,0.96,850,0.17,0.96,646,0.13,0.95,744,0.15,0.96,800,0.16,0.95,1006,0.2,0.96,893,0.18,0.96,1013,0.2,0.96,864,0.17,0.96,671,0.13,0.96,703,0.14,0.96,940,0.18,0.95,1103,0.22,0.96,816,0.16,0.96,902,0.18,0.97,735,0.14,0.96,811,0.16,0.96,870,0.17,0.95,1129,0.22,0.96,650,0.13,0.95,1600,0.31,0.96,578,0.11,0.96,837,0.16,0.98,546,0.11,0.95,1016,0.2,0.95,520,0.1,0.94
18 a 20 años,2,0.06,0,12,0.36,0.01,3,0.09,0,5,0.15,0.01,2,0.06,0.01,9,0.27,0.01,4,0.13,0.01,7,0.22,0.01,12,0.38,0.01,7,0.22,0.01,1,0.03,0,1,0.03,0,5,0.16,0.01,1,0.03,0,8,0.25,0.01,6,0.19,0.01,4,0.13,0,8,0.25,0.01,8,0.25,0.01,3,0.09,0,3,0.09,0,7,0.22,0.01,5,0.16,0,6,0.19,0.01,5,0.16,0.01,5,0.16,0.01,3,0.09,0,5,0.16,0.01,11,0.34,0.01,3,0.09,0,8,0.25,0.01,4,0.13,0.01,3,0.09,0,3,0.09,0.01,9,0.28,0.01,5,0.16,0.01
21 a 30 años,161,0.14,0.25,273,0.24,0.2,226,0.19,0.25,161,0.14,0.2,71,0.06,0.23,271,0.23,0.21,105,0.09,0.21,260,0.22,0.23,261,0.22,0.23,187,0.16,0.19,145,0.13,0.21,205,0.18,0.23,157,0.14,0.23,172,0.15,0.22,188,0.16,0.22,227,0.2,0.22,191,0.16,0.21,228,0.2,0.22,164,0.14,0.18,171,0.15,0.24,145,0.13,0.2,207,0.18,0.21,284,0.24,0.25,192,0.17,0.23,206,0.18,0.22,152,0.13,0.2,180,0.16,0.21,231,0.2,0.25,254,0.22,0.22,140,0.12,0.2,370,0.32,0.22,135,0.12,0.23,163,0.14,0.19,150,0.13,0.26,218,0.19,0.2,127,0.11,0.23
31 a 40 años,196,0.11,0.3,490,0.26,0.36,309,0.17,0.34,286,0.15,0.36,117,0.06,0.39,472,0.25,0.36,170,0.09,0.35,378,0.2,0.34,417,0.22,0.36,330,0.18,0.33,258,0.14,0.37,317,0.17,0.36,251,0.13,0.37,282,0.15,0.36,288,0.15,0.34,355,0.19,0.34,315,0.17,0.34,379,0.2,0.36,345,0.18,0.38,233,0.13,0.33,257,0.14,0.35,359,0.19,0.36,405,0.22,0.35,271,0.15,0.32,312,0.17,0.34,279,0.15,0.37,275,0.15,0.33,335,0.18,0.37,403,0.22,0.34,266,0.14,0.39,596,0.32,0.36,208,0.11,0.35,324,0.17,0.38,205,0.11,0.36,372,0.2,0.35,165,0.09,0.3
41 a 50 años,191,0.12,0.3,416,0.26,0.3,261,0.17,0.29,235,0.15,0.29,78,0.05,0.26,394,0.25,0.3,154,0.1,0.31,322,0.2,0.29,326,0.21,0.29,313,0.2,0.31,217,0.14,0.31,243,0.15,0.27,177,0.11,0.26,227,0.14,0.29,249,0.16,0.3,311,0.2,0.3,297,0.19,0.32,314,0.2,0.3,271,0.17,0.3,200,0.13,0.29,236,0.15,0.32,292,0.19,0.29,302,0.19,0.26,271,0.17,0.32,288,0.18,0.31,229,0.15,0.3,260,0.17,0.31,265,0.17,0.29,345,0.22,0.29,185,0.12,0.27,491,0.31,0.29,180,0.12,0.3,241,0.15,0.28,158,0.1,0.28,334,0.21,0.31,168,0.11,0.3
