Variable,B6-A-Totalmente de acuerdo-Recuento,B6-A-Totalmente de acuerdo-% del N de fila,B6-A-Totalmente de acuerdo-% de N columnas,B6-A-De acuerdo-Recuento,B6-A-De acuerdo-% del N de fila,B6-A-De acuerdo-% de N columnas,B6-A-En desacuerdo-Recuento,B6-A-En desacuerdo-% del N de fila,B6-A-En desacuerdo-% de N columnas,B6-A-Totalmente en desacuerdo-Recuento,B6-A-Totalmente en desacuerdo-% del N de fila,B6-A-Totalmente en desacuerdo-% de N columnas,B6-A-No sé o no estoy seguro-Recuento,B6-A-No sé o no estoy seguro-% del N de fila,B6-A-No sé o no estoy seguro-% de N columnas,B6-B-Totalmente de acuerdo-Recuento,B6-B-Totalmente de acuerdo-% del N de fila,B6-B-Totalmente de acuerdo-% de N columnas,B6-B-De acuerdo-Recuento,B6-B-De acuerdo-% del N de fila,B6-B-De acuerdo-% de N columnas,B6-B-En desacuerdo-Recuento,B6-B-En desacuerdo-% del N de fila,B6-B-En desacuerdo-% de N columnas,B6-B-Totalmente en desacuerdo-Recuento,B6-B-Totalmente en desacuerdo-% del N de fila,B6-B-Totalmente en desacuerdo-% de N columnas,B6-B-No sé o no estoy seguro-Recuento,B6-B-No sé o no estoy seguro-% del N de fila,B6-B-No sé o no estoy seguro-% de N columnas,B6-C-Totalmente de acuerdo-Recuento,B6-C-Totalmente de acuerdo-% del N de fila,B6-C-Totalmente de acuerdo-% de N columnas,B6-C-De acuerdo-Recuento,B6-C-De acuerdo-% del N de fila,B6-C-De acuerdo-% de N columnas,B6-C-En desacuerdo-Recuento,B6-C-En desacuerdo-% del N de fila,B6-C-En desacuerdo-% de N columnas,B6-C-Totalmente en desacuerdo-Recuento,B6-C-Totalmente en desacuerdo-% del N de fila,B6-C-Totalmente en desacuerdo-% de N columnas,B6-C-No sé o no estoy seguro-Recuento,B6-C-No sé o no estoy seguro-% del N de fila,B6-C-No sé o no estoy seguro-% de N columnas,B6-D-Totalmente de acuerdo-Recuento,B6-D-Totalmente de acuerdo-% del N de fila,B6-D-Totalmente de acuerdo-% de N columnas,B6-D-De acuerdo-Recuento,B6-D-De acuerdo-% del N de fila,B6-D-De acuerdo-% de N columnas,B6-D-En desacuerdo-Recuento,B6-D-En desacuerdo-% del N de fila,B6-D-En desacuerdo-% de N columnas,B6-D-Totalmente en desacuerdo-Recuento,B6-D-Totalmente en desacuerdo-% del N de fila,B6-D-Totalmente en desacuerdo-% de N columnas,B6-D-No sé o no estoy seguro-Recuento,B6-D-No sé o no estoy seguro-% del N de fila,B6-D-No sé o no estoy seguro-% de N columnas,B6-E-Totalmente de acuerdo-Recuento,B6-E-Totalmente de acuerdo-% del N de fila,B6-E-Totalmente de acuerdo-% de N columnas,B6-E-De acuerdo-Recuento,B6-E-De acuerdo-% del N de fila,B6-E-De acuerdo-% de N columnas,B6-E-En desacuerdo-Recuento,B6-E-En desacuerdo-% del N de fila,B6-E-En desacuerdo-% de N columnas,B6-E-Totalmente en desacuerdo-Recuento,B6-E-Totalmente en desacuerdo-% del N de fila,B6-E-Totalmente en desacuerdo-% de N columnas,B6-E-No sé o no estoy seguro-Recuento,B6-E-No sé o no estoy seguro-% del N de fila,B6-E-No sé o no estoy seguro-% de N columnas,B6-F-Totalmente de acuerdo-Recuento,B6-F-Totalmente de acuerdo-% del N de fila,B6-F-Totalmente de acuerdo-% de N columnas,B6-F-De acuerdo-Recuento,B6-F-De acuerdo-% del N de fila,B6-F-De acuerdo-% de N columnas,B6-F-En desacuerdo-Recuento,B6-F-En desacuerdo-% del N de fila,B6-F-En desacuerdo-% de N columnas,B6-F-Totalmente en desacuerdo-Recuento,B6-F-Totalmente en desacuerdo-% del N de fila,B6-F-Totalmente en desacuerdo-% de N columnas,B6-F-No sé o no estoy seguro-Recuento,B6-F-No sé o no estoy seguro-% del N de fila,B6-F-No sé o no estoy seguro-% de N columnas,B6-G-Totalmente de acuerdo-Recuento,B6-G-Totalmente de acuerdo-% del N de fila,B6-G-Totalmente de acuerdo-% de N columnas,B6-G-De acuerdo-Recuento,B6-G-De acuerdo-% del N de fila,B6-G-De acuerdo-% de N columnas,B6-G-En desacuerdo-Recuento,B6-G-En desacuerdo-% del N de fila,B6-G-En desacuerdo-% de N columnas,B6-G-Totalmente en desacuerdo-Recuento,B6-G-Totalmente en desacuerdo-% del N de fila,B6-G-Totalmente en desacuerdo-% de N columnas,B6-G-No sé o no estoy seguro-Recuento,B6-G-No sé o no estoy seguro-% del N de fila,B6-G-No sé o no estoy seguro-% de N columnas,B6-H-Totalmente de acuerdo-Recuento,B6-H-Totalmente de acuerdo-% del N de fila,B6-H-Totalmente de acuerdo-% de N columnas,B6-H-De acuerdo-Recuento,B6-H-De acuerdo-% del N de fila,B6-H-De acuerdo-% de N columnas,B6-H-En desacuerdo-Recuento,B6-H-En desacuerdo-% del N de fila,B6-H-En desacuerdo-% de N columnas,B6-H-Totalmente en desacuerdo-Recuento,B6-H-Totalmente en desacuerdo-% del N de fila,B6-H-Totalmente en desacuerdo-% de N columnas,B6-H-No sé o no estoy seguro-Recuento,B6-H-No sé o no estoy seguro-% del N de fila,B6-H-No sé o no estoy seguro-% de N columnas,B6-I-Totalmente de acuerdo-Recuento,B6-I-Totalmente de acuerdo-% del N de fila,B6-I-Totalmente de acuerdo-% de N columnas,B6-I-De acuerdo-Recuento,B6-I-De acuerdo-% del N de fila,B6-I-De acuerdo-% de N columnas,B6-I-En desacuerdo-Recuento,B6-I-En desacuerdo-% del N de fila,B6-I-En desacuerdo-% de N columnas,B6-I-Totalmente en desacuerdo-Recuento,B6-I-Totalmente en desacuerdo-% del N de fila,B6-I-Totalmente en desacuerdo-% de N columnas,B6-I-No sé o no estoy seguro-Recuento,B6-I-No sé o no estoy seguro-% del N de fila,B6-I-No sé o no estoy seguro-% de N columnas
TABASCO,11,0.175,0.011,39,0.619,0.012,6,0.095,0.011,1,0.016,0.014,6,0.095,0.015,20,0.317,0.015,36,0.571,0.011,4,0.063,0.011,1,0.016,0.022,2,0.032,0.009,28,0.444,0.016,33,0.524,0.01,2,0.032,0.008,0,0,0,0,0,0,31,0.492,0.014,32,0.508,0.011,0,0,0,0,0,0,0,0,0,16,0.254,0.012,44,0.698,0.013,0,0,0,1,0.016,0.056,2,0.032,0.006,31,0.492,0.015,31,0.492,0.011,1,0.016,0.005,0,0,0,0,0,0,33,0.524,0.013,29,0.46,0.011,0,0,0,0,0,0,1,0.016,0.033,25,0.397,0.015,32,0.508,0.01,5,0.079,0.018,0,0,0,1,0.016,0.004,21,0.333,0.015,34,0.54,0.01,3,0.048,0.009,1,0.016,0.026,4,0.063,0.011
TAMAULIPAS,43,0.208,0.041,128,0.618,0.039,21,0.101,0.039,2,0.01,0.029,13,0.063,0.033,41,0.198,0.03,149,0.72,0.045,9,0.043,0.025,2,0.01,0.043,6,0.029,0.026,64,0.309,0.036,136,0.657,0.043,7,0.034,0.027,0,0,0,0,0,0,85,0.411,0.039,117,0.565,0.04,3,0.014,0.02,1,0.005,0.053,1,0.005,0.013,52,0.251,0.04,145,0.7,0.043,4,0.019,0.015,0,0,0,6,0.029,0.018,68,0.329,0.033,123,0.594,0.042,13,0.063,0.06,0,0,0,3,0.014,0.037,97,0.469,0.037,110,0.531,0.042,0,0,0,0,0,0,0,0,0,57,0.275,0.033,136,0.657,0.044,8,0.039,0.029,1,0.005,0.034,5,0.024,0.022,52,0.251,0.038,136,0.657,0.042,11,0.053,0.034,3,0.014,0.077,5,0.024,0.014
TLAXCALA,18,0.2,0.017,59,0.656,0.018,8,0.089,0.015,1,0.011,0.014,4,0.044,0.01,25,0.278,0.018,53,0.589,0.016,7,0.078,0.02,1,0.011,0.022,4,0.044,0.018,26,0.289,0.014,56,0.622,0.018,8,0.089,0.031,0,0,0,0,0,0,38,0.422,0.017,46,0.511,0.016,4,0.044,0.027,0,0,0,2,0.022,0.025,24,0.267,0.018,53,0.589,0.016,9,0.1,0.034,1,0.011,0.056,3,0.033,0.009,37,0.411,0.018,42,0.467,0.014,10,0.111,0.046,1,0.011,0.036,0,0,0,48,0.533,0.018,38,0.422,0.014,3,0.033,0.064,0,0,0,1,0.011,0.033,28,0.311,0.016,49,0.544,0.016,9,0.1,0.033,1,0.011,0.034,3,0.033,0.013,24,0.267,0.018,49,0.544,0.015,8,0.089,0.025,2,0.022,0.051,7,0.078,0.02
VERACRUZ,20,0.168,0.019,66,0.555,0.02,16,0.134,0.03,3,0.025,0.043,14,0.118,0.036,25,0.21,0.018,76,0.639,0.023,12,0.101,0.034,0,0,0,6,0.05,0.026,34,0.286,0.019,73,0.613,0.023,7,0.059,0.027,1,0.008,0.031,4,0.034,0.041,41,0.345,0.019,69,0.58,0.024,5,0.042,0.034,1,0.008,0.053,3,0.025,0.038,20,0.168,0.015,75,0.63,0.022,13,0.109,0.049,2,0.017,0.111,9,0.076,0.027,49,0.412,0.024,59,0.496,0.02,6,0.05,0.028,2,0.017,0.071,3,0.025,0.037,53,0.445,0.02,60,0.504,0.023,1,0.008,0.021,1,0.008,0.063,4,0.034,0.133,33,0.277,0.019,66,0.555,0.021,8,0.067,0.029,4,0.034,0.138,8,0.067,0.035,20,0.168,0.015,67,0.563,0.021,16,0.134,0.049,4,0.034,0.103,12,0.101,0.034
YUCATÁN,21,0.168,0.02,70,0.56,0.021,19,0.152,0.036,4,0.032,0.057,11,0.088,0.028,16,0.128,0.012,83,0.664,0.025,14,0.112,0.039,2,0.016,0.043,10,0.08,0.044,24,0.192,0.013,86,0.688,0.027,13,0.104,0.051,0,0,0,2,0.016,0.021,36,0.288,0.017,77,0.616,0.026,9,0.072,0.06,0,0,0,3,0.024,0.038,23,0.184,0.018,75,0.6,0.022,13,0.104,0.049,0,0,0,14,0.112,0.042,38,0.304,0.018,81,0.648,0.028,4,0.032,0.018,2,0.016,0.071,0,0,0,46,0.368,0.018,75,0.6,0.029,4,0.032,0.085,0,0,0,0,0,0,28,0.224,0.016,80,0.64,0.026,8,0.064,0.029,1,0.008,0.034,8,0.064,0.035,23,0.184,0.017,77,0.616,0.024,15,0.12,0.046,0,0,0,10,0.08,0.028
ZACATECAS,36,0.165,0.035,128,0.587,0.039,30,0.138,0.056,4,0.018,0.057,20,0.092,0.051,45,0.206,0.033,144,0.661,0.043,17,0.078,0.047,3,0.014,0.065,9,0.041,0.04,59,0.271,0.033,143,0.656,0.045,8,0.037,0.031,2,0.009,0.063,6,0.028,0.062,72,0.33,0.033,136,0.624,0.047,4,0.018,0.027,2,0.009,0.105,4,0.018,0.05,44,0.202,0.034,141,0.647,0.041,13,0.06,0.049,3,0.014,0.167,17,0.078,0.051,76,0.349,0.036,123,0.564,0.042,13,0.06,0.06,3,0.014,0.107,3,0.014,0.037,96,0.44,0.037,116,0.532,0.044,3,0.014,0.064,1,0.005,0.063,2,0.009,0.067,65,0.298,0.038,126,0.578,0.041,14,0.064,0.051,0,0,0,13,0.06,0.057,55,0.252,0.04,130,0.596,0.04,12,0.055,0.037,2,0.009,0.051,19,0.087,0.053
Hombre,57,0.247,0.055,136,0.589,0.041,18,0.078,0.034,4,0.017,0.057,16,0.069,0.041,63,0.273,0.046,145,0.628,0.043,8,0.035,0.022,0,0,0,15,0.065,0.066,78,0.338,0.043,138,0.597,0.044,7,0.03,0.027,0,0,0,8,0.035,0.082,84,0.364,0.039,134,0.58,0.046,7,0.03,0.047,0,0,0,6,0.026,0.075,59,0.255,0.045,147,0.636,0.043,5,0.022,0.019,0,0,0,20,0.087,0.06,101,0.437,0.048,115,0.498,0.039,8,0.035,0.037,3,0.013,0.107,4,0.017,0.049,108,0.468,0.041,117,0.506,0.045,3,0.013,0.064,1,0.004,0.063,2,0.009,0.067,82,0.355,0.048,127,0.55,0.041,9,0.039,0.033,2,0.009,0.069,11,0.048,0.048,70,0.303,0.051,140,0.606,0.043,10,0.043,0.031,0,0,0,11,0.048,0.031
Mujer,983,0.193,0.945,3165,0.62,0.959,516,0.101,0.966,66,0.013,0.943,375,0.073,0.959,1299,0.254,0.954,3198,0.626,0.957,350,0.069,0.978,46,0.009,1,212,0.042,0.934,1719,0.337,0.957,3017,0.591,0.956,248,0.049,0.973,32,0.006,1,89,0.017,0.918,2088,0.409,0.961,2782,0.545,0.954,142,0.028,0.953,19,0.004,1,74,0.014,0.925,1252,0.245,0.955,3259,0.638,0.957,260,0.051,0.981,18,0.004,1,316,0.062,0.94,1982,0.388,0.952,2813,0.551,0.961,209,0.041,0.963,25,0.005,0.893,77,0.015,0.951,2514,0.492,0.959,2505,0.491,0.955,44,0.009,0.936,15,0.003,0.938,28,0.005,0.933,1639,0.321,0.952,2957,0.579,0.959,264,0.052,0.967,27,0.005,0.931,219,0.043,0.952,1298,0.254,0.949,3109,0.609,0.957,315,0.062,0.969,39,0.008,1,345,0.068,0.969
18 a 20 años,0,0,0,26,0.813,0.008,2,0.063,0.004,1,0.031,0.014,3,0.094,0.008,6,0.188,0.004,20,0.625,0.006,4,0.125,0.011,0,0,0,2,0.063,0.009,8,0.25,0.004,23,0.719,0.007,1,0.031,0.004,0,0,0,0,0,0,11,0.344,0.005,19,0.594,0.007,1,0.031,0.007,0,0,0,1,0.031,0.013,4,0.125,0.003,23,0.719,0.007,2,0.063,0.008,0,0,0,3,0.094,0.009,8,0.25,0.004,24,0.75,0.008,0,0,0,0,0,0,0,0,0,10,0.313,0.004,22,0.688,0.008,0,0,0,0,0,0,0,0,0,8,0.25,0.005,21,0.656,0.007,1,0.031,0.004,0,0,0,2,0.063,0.009,4,0.125,0.003,23,0.719,0.007,4,0.125,0.012,0,0,0,1,0.031,0.003
21 a 30 años,264,0.227,0.254,695,0.599,0.211,120,0.103,0.225,18,0.016,0.257,64,0.055,0.164,334,0.288,0.245,682,0.587,0.204,85,0.073,0.237,11,0.009,0.239,49,0.042,0.216,427,0.368,0.238,656,0.565,0.208,56,0.048,0.22,4,0.003,0.125,18,0.016,0.186,494,0.425,0.227,616,0.531,0.211,36,0.031,0.242,4,0.003,0.211,11,0.009,0.138,315,0.271,0.24,722,0.622,0.212,63,0.054,0.238,4,0.003,0.222,57,0.049,0.17,468,0.403,0.225,619,0.533,0.211,52,0.045,0.24,5,0.004,0.179,18,0.015,0.222,606,0.522,0.231,533,0.459,0.203,15,0.013,0.319,4,0.003,0.25,4,0.003,0.133,424,0.365,0.246,632,0.544,0.205,63,0.054,0.231,6,0.005,0.207,37,0.032,0.161,331,0.285,0.242,684,0.589,0.211,75,0.065,0.231,8,0.007,0.205,64,0.055,0.18
31 a 40 años,312,0.167,0.3,1206,0.645,0.365,198,0.106,0.371,23,0.012,0.329,132,0.071,0.338,438,0.234,0.322,1205,0.644,0.36,132,0.071,0.369,20,0.011,0.435,76,0.041,0.335,587,0.314,0.327,1136,0.607,0.36,103,0.055,0.404,15,0.008,0.469,30,0.016,0.309,742,0.397,0.342,1041,0.556,0.357,52,0.028,0.349,7,0.004,0.368,29,0.015,0.363,434,0.232,0.331,1217,0.65,0.357,97,0.052,0.366,8,0.004,0.444,115,0.061,0.342,718,0.384,0.345,1035,0.553,0.353,77,0.041,0.355,9,0.005,0.321,32,0.017,0.395,902,0.482,0.344,942,0.503,0.359,16,0.009,0.34,4,0.002,0.25,7,0.004,0.233,595,0.318,0.346,1092,0.584,0.354,98,0.052,0.359,11,0.006,0.379,75,0.04,0.326,445,0.238,0.325,1161,0.621,0.357,123,0.066,0.378,15,0.008,0.385,127,0.068,0.357
41 a 50 años,305,0.194,0.293,956,0.607,0.29,162,0.103,0.303,21,0.013,0.3,132,0.084,0.338,396,0.251,0.291,994,0.631,0.297,105,0.067,0.293,9,0.006,0.196,72,0.046,0.317,505,0.32,0.281,959,0.609,0.304,69,0.044,0.271,7,0.004,0.219,36,0.023,0.371,624,0.396,0.287,876,0.556,0.3,47,0.03,0.315,3,0.002,0.158,26,0.016,0.325,371,0.235,0.283,1019,0.647,0.299,77,0.049,0.291,3,0.002,0.167,106,0.067,0.315,611,0.388,0.293,877,0.556,0.3,58,0.037,0.267,8,0.005,0.286,22,0.014,0.272,759,0.482,0.289,787,0.499,0.3,12,0.008,0.255,5,0.003,0.313,13,0.008,0.433,469,0.298,0.273,934,0.593,0.303,79,0.05,0.289,9,0.006,0.31,85,0.054,0.37,411,0.261,0.3,958,0.608,0.295,86,0.055,0.265,8,0.005,0.205,113,0.072,0.317
51 a 60 años,154,0.23,0.148,399,0.596,0.121,52,0.078,0.097,7,0.01,0.1,58,0.087,0.148,182,0.272,0.134,425,0.634,0.127,31,0.046,0.087,6,0.009,0.13,26,0.039,0.115,259,0.387,0.144,367,0.548,0.116,26,0.039,0.102,6,0.009,0.188,12,0.018,0.124,293,0.437,0.135,346,0.516,0.119,13,0.019,0.087,5,0.007,0.263,13,0.019,0.163,179,0.267,0.137,411,0.613,0.121,26,0.039,0.098,3,0.004,0.167,51,0.076,0.152,268,0.4,0.129,357,0.533,0.122,30,0.045,0.138,6,0.009,0.214,9,0.013,0.111,329,0.491,0.125,328,0.49,0.125,4,0.006,0.085,3,0.004,0.188,6,0.009,0.2,216,0.322,0.126,391,0.584,0.127,31,0.046,0.114,3,0.004,0.103,29,0.043,0.126,170,0.254,0.124,408,0.609,0.126,35,0.052,0.108,8,0.012,0.205,49,0.073,0.138
61 a 70 años,5,0.192,0.005,19,0.731,0.006,0,0,0,0,0,0,2,0.077,0.005,6,0.231,0.004,17,0.654,0.005,1,0.038,0.003,0,0,0,2,0.077,0.009,11,0.423,0.006,14,0.538,0.004,0,0,0,0,0,0,1,0.038,0.01,8,0.308,0.004,18,0.692,0.006,0,0,0,0,0,0,0,0,0,8,0.308,0.006,14,0.538,0.004,0,0,0,0,0,0,4,0.154,0.012,10,0.385,0.005,16,0.615,0.005,0,0,0,0,0,0,0,0,0,16,0.615,0.006,10,0.385,0.004,0,0,0,0,0,0,0,0,0,9,0.346,0.005,14,0.538,0.005,1,0.038,0.004,0,0,0,2,0.077,0.009,7,0.269,0.005,15,0.577,0.005,2,0.077,0.006,0,0,0,2,0.077,0.006
71 a 80 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81 a 90 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91 a 99 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Preparatoria, bachillerato o carrera técnica",9,0.2,0.009,30,0.667,0.009,4,0.089,0.007,0,0,0,2,0.044,0.005,12,0.267,0.009,28,0.622,0.008,1,0.022,0.003,0,0,0,4,0.089,0.018,13,0.289,0.007,29,0.644,0.009,2,0.044,0.008,0,0,0,1,0.022,0.01,12,0.267,0.006,29,0.644,0.01,2,0.044,0.013,0,0,0,2,0.044,0.025,10,0.222,0.008,30,0.667,0.009,1,0.022,0.004,0,0,0,4,0.089,0.012,12,0.267,0.006,28,0.622,0.01,4,0.089,0.018,0,0,0,1,0.022,0.012,15,0.333,0.006,29,0.644,0.011,0,0,0,0,0,0,1,0.022,0.033,14,0.311,0.008,27,0.6,0.009,2,0.044,0.007,0,0,0,2,0.044,0.009,11,0.244,0.008,29,0.644,0.009,1,0.022,0.003,0,0,0,4,0.089,0.011
Normal básica sin licenciatura,27,0.194,0.026,86,0.619,0.026,12,0.086,0.022,3,0.022,0.043,11,0.079,0.028,32,0.23,0.023,90,0.647,0.027,7,0.05,0.02,2,0.014,0.043,8,0.058,0.035,42,0.302,0.023,84,0.604,0.027,6,0.043,0.024,2,0.014,0.063,5,0.036,0.052,48,0.345,0.022,81,0.583,0.028,5,0.036,0.034,1,0.007,0.053,4,0.029,0.05,36,0.259,0.027,86,0.619,0.025,6,0.043,0.023,2,0.014,0.111,9,0.065,0.027,43,0.309,0.021,83,0.597,0.028,8,0.058,0.037,2,0.014,0.071,3,0.022,0.037,64,0.46,0.024,71,0.511,0.027,2,0.014,0.043,1,0.007,0.063,1,0.007,0.033,34,0.245,0.02,89,0.64,0.029,7,0.05,0.026,2,0.014,0.069,7,0.05,0.03,33,0.237,0.024,85,0.612,0.026,7,0.05,0.022,3,0.022,0.077,11,0.079,0.031
Normal superior,16,0.216,0.015,46,0.622,0.014,7,0.095,0.013,0,0,0,5,0.068,0.013,23,0.311,0.017,44,0.595,0.013,4,0.054,0.011,1,0.014,0.022,2,0.027,0.009,26,0.351,0.014,43,0.581,0.014,4,0.054,0.016,1,0.014,0.031,0,0,0,35,0.473,0.016,38,0.514,0.013,0,0,0,0,0,0,1,0.014,0.013,24,0.324,0.018,44,0.595,0.013,3,0.041,0.011,0,0,0,3,0.041,0.009,24,0.324,0.012,45,0.608,0.015,3,0.041,0.014,1,0.014,0.036,1,0.014,0.012,31,0.419,0.012,38,0.514,0.014,0,0,0,2,0.027,0.125,3,0.041,0.1,23,0.311,0.013,43,0.581,0.014,5,0.068,0.018,0,0,0,3,0.041,0.013,21,0.284,0.015,47,0.635,0.014,2,0.027,0.006,1,0.014,0.026,3,0.041,0.008
Normal Intercultural Bilingüe,1,0.2,0.001,4,0.8,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0,3,0.6,0.002,2,0.4,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.002,3,0.6,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0,2,0.4,0.001,3,0.6,0.001,0,0,0,0,0,0,0,0,0
Licenciatura,829,0.198,0.797,2603,0.621,0.789,409,0.098,0.766,53,0.013,0.757,296,0.071,0.757,1062,0.253,0.78,2646,0.632,0.792,271,0.065,0.757,34,0.008,0.739,177,0.042,0.78,1433,0.342,0.797,2459,0.587,0.779,197,0.047,0.773,24,0.006,0.75,77,0.018,0.794,1713,0.409,0.789,2278,0.544,0.781,121,0.029,0.812,14,0.003,0.737,64,0.015,0.8,1021,0.244,0.779,2675,0.638,0.785,212,0.051,0.8,11,0.003,0.611,271,0.065,0.807,1638,0.391,0.786,2302,0.549,0.786,165,0.039,0.76,22,0.005,0.786,64,0.015,0.79,2045,0.488,0.78,2081,0.497,0.794,35,0.008,0.745,8,0.002,0.5,22,0.005,0.733,1353,0.323,0.786,2424,0.578,0.786,208,0.05,0.762,24,0.006,0.828,182,0.043,0.791,1078,0.257,0.788,2556,0.61,0.787,258,0.062,0.794,29,0.007,0.744,270,0.064,0.758
