Variable,B6-A-Totalmente de acuerdo-Recuento,B6-A-Totalmente de acuerdo-% del N de fila,B6-A-Totalmente de acuerdo-% de N columnas,B6-A-De acuerdo-Recuento,B6-A-De acuerdo-% del N de fila,B6-A-De acuerdo-% de N columnas,B6-A-En desacuerdo-Recuento,B6-A-En desacuerdo-% del N de fila,B6-A-En desacuerdo-% de N columnas,B6-A-Totalmente en desacuerdo-Recuento,B6-A-Totalmente en desacuerdo-% del N de fila,B6-A-Totalmente en desacuerdo-% de N columnas,B6-A-No sé o no estoy seguro-Recuento,B6-A-No sé o no estoy seguro-% del N de fila,B6-A-No sé o no estoy seguro-% de N columnas,B6-B-Totalmente de acuerdo-Recuento,B6-B-Totalmente de acuerdo-% del N de fila,B6-B-Totalmente de acuerdo-% de N columnas,B6-B-De acuerdo-Recuento,B6-B-De acuerdo-% del N de fila,B6-B-De acuerdo-% de N columnas,B6-B-En desacuerdo-Recuento,B6-B-En desacuerdo-% del N de fila,B6-B-En desacuerdo-% de N columnas,B6-B-Totalmente en desacuerdo-Recuento,B6-B-Totalmente en desacuerdo-% del N de fila,B6-B-Totalmente en desacuerdo-% de N columnas,B6-B-No sé o no estoy seguro-Recuento,B6-B-No sé o no estoy seguro-% del N de fila,B6-B-No sé o no estoy seguro-% de N columnas,B6-C-Totalmente de acuerdo-Recuento,B6-C-Totalmente de acuerdo-% del N de fila,B6-C-Totalmente de acuerdo-% de N columnas,B6-C-De acuerdo-Recuento,B6-C-De acuerdo-% del N de fila,B6-C-De acuerdo-% de N columnas,B6-C-En desacuerdo-Recuento,B6-C-En desacuerdo-% del N de fila,B6-C-En desacuerdo-% de N columnas,B6-C-Totalmente en desacuerdo-Recuento,B6-C-Totalmente en desacuerdo-% del N de fila,B6-C-Totalmente en desacuerdo-% de N columnas,B6-C-No sé o no estoy seguro-Recuento,B6-C-No sé o no estoy seguro-% del N de fila,B6-C-No sé o no estoy seguro-% de N columnas,B6-D-Totalmente de acuerdo-Recuento,B6-D-Totalmente de acuerdo-% del N de fila,B6-D-Totalmente de acuerdo-% de N columnas,B6-D-De acuerdo-Recuento,B6-D-De acuerdo-% del N de fila,B6-D-De acuerdo-% de N columnas,B6-D-En desacuerdo-Recuento,B6-D-En desacuerdo-% del N de fila,B6-D-En desacuerdo-% de N columnas,B6-D-Totalmente en desacuerdo-Recuento,B6-D-Totalmente en desacuerdo-% del N de fila,B6-D-Totalmente en desacuerdo-% de N columnas,B6-D-No sé o no estoy seguro-Recuento,B6-D-No sé o no estoy seguro-% del N de fila,B6-D-No sé o no estoy seguro-% de N columnas,B6-E-Totalmente de acuerdo-Recuento,B6-E-Totalmente de acuerdo-% del N de fila,B6-E-Totalmente de acuerdo-% de N columnas,B6-E-De acuerdo-Recuento,B6-E-De acuerdo-% del N de fila,B6-E-De acuerdo-% de N columnas,B6-E-En desacuerdo-Recuento,B6-E-En desacuerdo-% del N de fila,B6-E-En desacuerdo-% de N columnas,B6-E-Totalmente en desacuerdo-Recuento,B6-E-Totalmente en desacuerdo-% del N de fila,B6-E-Totalmente en desacuerdo-% de N columnas,B6-E-No sé o no estoy seguro-Recuento,B6-E-No sé o no estoy seguro-% del N de fila,B6-E-No sé o no estoy seguro-% de N columnas,B6-F-Totalmente de acuerdo-Recuento,B6-F-Totalmente de acuerdo-% del N de fila,B6-F-Totalmente de acuerdo-% de N columnas,B6-F-De acuerdo-Recuento,B6-F-De acuerdo-% del N de fila,B6-F-De acuerdo-% de N columnas,B6-F-En desacuerdo-Recuento,B6-F-En desacuerdo-% del N de fila,B6-F-En desacuerdo-% de N columnas,B6-F-Totalmente en desacuerdo-Recuento,B6-F-Totalmente en desacuerdo-% del N de fila,B6-F-Totalmente en desacuerdo-% de N columnas,B6-F-No sé o no estoy seguro-Recuento,B6-F-No sé o no estoy seguro-% del N de fila,B6-F-No sé o no estoy seguro-% de N columnas,B6-G-Totalmente de acuerdo-Recuento,B6-G-Totalmente de acuerdo-% del N de fila,B6-G-Totalmente de acuerdo-% de N columnas,B6-G-De acuerdo-Recuento,B6-G-De acuerdo-% del N de fila,B6-G-De acuerdo-% de N columnas,B6-G-En desacuerdo-Recuento,B6-G-En desacuerdo-% del N de fila,B6-G-En desacuerdo-% de N columnas,B6-G-Totalmente en desacuerdo-Recuento,B6-G-Totalmente en desacuerdo-% del N de fila,B6-G-Totalmente en desacuerdo-% de N columnas,B6-G-No sé o no estoy seguro-Recuento,B6-G-No sé o no estoy seguro-% del N de fila,B6-G-No sé o no estoy seguro-% de N columnas,B6-H-Totalmente de acuerdo-Recuento,B6-H-Totalmente de acuerdo-% del N de fila,B6-H-Totalmente de acuerdo-% de N columnas,B6-H-De acuerdo-Recuento,B6-H-De acuerdo-% del N de fila,B6-H-De acuerdo-% de N columnas,B6-H-En desacuerdo-Recuento,B6-H-En desacuerdo-% del N de fila,B6-H-En desacuerdo-% de N columnas,B6-H-Totalmente en desacuerdo-Recuento,B6-H-Totalmente en desacuerdo-% del N de fila,B6-H-Totalmente en desacuerdo-% de N columnas,B6-H-No sé o no estoy seguro-Recuento,B6-H-No sé o no estoy seguro-% del N de fila,B6-H-No sé o no estoy seguro-% de N columnas,B6-I-Totalmente de acuerdo-Recuento,B6-I-Totalmente de acuerdo-% del N de fila,B6-I-Totalmente de acuerdo-% de N columnas,B6-I-De acuerdo-Recuento,B6-I-De acuerdo-% del N de fila,B6-I-De acuerdo-% de N columnas,B6-I-En desacuerdo-Recuento,B6-I-En desacuerdo-% del N de fila,B6-I-En desacuerdo-% de N columnas,B6-I-Totalmente en desacuerdo-Recuento,B6-I-Totalmente en desacuerdo-% del N de fila,B6-I-Totalmente en desacuerdo-% de N columnas,B6-I-No sé o no estoy seguro-Recuento,B6-I-No sé o no estoy seguro-% del N de fila,B6-I-No sé o no estoy seguro-% de N columnas
TABASCO,41,0.315,0.034,74,0.569,0.029,11,0.085,0.037,0,0,0,4,0.031,0.021,57,0.438,0.031,70,0.538,0.031,3,0.023,0.022,0,0,0,0,0,0,64,0.492,0.03,62,0.477,0.032,3,0.023,0.028,1,0.008,0.067,0,0,0,72,0.554,0.031,54,0.415,0.03,2,0.015,0.036,1,0.008,0.091,1,0.008,0.053,52,0.4,0.03,67,0.515,0.029,6,0.046,0.059,0,0,0,5,0.038,0.04,41,0.315,0.026,70,0.538,0.032,15,0.115,0.043,3,0.023,0.052,1,0.008,0.01,56,0.431,0.027,67,0.515,0.034,4,0.031,0.031,3,0.023,0.111,0,0,0,58,0.446,0.029,65,0.5,0.032,5,0.038,0.039,0,0,0,2,0.015,0.033,58,0.446,0.036,60,0.462,0.026,7,0.054,0.031,0,0,0,5,0.038,0.037
TAMAULIPAS,38,0.252,0.032,101,0.669,0.04,7,0.046,0.024,2,0.013,0.087,3,0.02,0.016,62,0.411,0.034,84,0.556,0.038,4,0.026,0.03,0,0,0,1,0.007,0.022,73,0.483,0.034,69,0.457,0.035,8,0.053,0.075,0,0,0,1,0.007,0.043,73,0.483,0.031,71,0.47,0.039,6,0.04,0.107,1,0.007,0.091,0,0,0,61,0.404,0.035,81,0.536,0.035,7,0.046,0.069,0,0,0,2,0.013,0.016,45,0.298,0.029,88,0.583,0.04,13,0.086,0.037,1,0.007,0.017,4,0.026,0.04,66,0.437,0.031,81,0.536,0.041,2,0.013,0.016,0,0,0,2,0.013,0.067,72,0.477,0.036,73,0.483,0.036,6,0.04,0.047,0,0,0,0,0,0,52,0.347,0.032,86,0.573,0.038,6,0.04,0.027,1,0.007,0.042,5,0.033,0.037
TLAXCALA,42,0.268,0.035,96,0.611,0.038,10,0.064,0.034,0,0,0,9,0.057,0.048,60,0.382,0.033,89,0.567,0.04,7,0.045,0.052,0,0,0,1,0.006,0.022,63,0.401,0.029,91,0.58,0.046,2,0.013,0.019,0,0,0,1,0.006,0.043,72,0.459,0.031,83,0.529,0.046,1,0.006,0.018,0,0,0,1,0.006,0.053,58,0.369,0.034,95,0.605,0.041,3,0.019,0.03,0,0,0,1,0.006,0.008,41,0.261,0.026,92,0.586,0.042,19,0.121,0.054,1,0.006,0.017,4,0.025,0.04,65,0.414,0.031,79,0.503,0.04,9,0.057,0.071,2,0.013,0.074,2,0.013,0.067,67,0.427,0.033,80,0.51,0.039,6,0.038,0.047,0,0,0,4,0.025,0.066,55,0.35,0.034,88,0.561,0.039,5,0.032,0.022,3,0.019,0.125,6,0.038,0.045
VERACRUZ,29,0.259,0.024,70,0.625,0.027,8,0.071,0.027,0,0,0,5,0.045,0.026,35,0.313,0.019,69,0.616,0.031,6,0.054,0.045,1,0.009,0.063,1,0.009,0.022,43,0.384,0.02,65,0.58,0.033,3,0.027,0.028,1,0.009,0.067,0,0,0,51,0.455,0.022,58,0.518,0.032,3,0.027,0.054,0,0,0,0,0,0,31,0.277,0.018,75,0.67,0.033,3,0.027,0.03,0,0,0,3,0.027,0.024,37,0.33,0.024,63,0.563,0.029,7,0.063,0.02,0,0,0,5,0.045,0.05,55,0.491,0.026,50,0.446,0.025,6,0.054,0.047,0,0,0,1,0.009,0.033,45,0.402,0.022,59,0.527,0.029,6,0.054,0.047,1,0.009,0.091,1,0.009,0.016,38,0.339,0.024,65,0.58,0.029,5,0.045,0.022,0,0,0,4,0.036,0.03
YUCATÁN,24,0.238,0.02,61,0.604,0.024,10,0.099,0.034,1,0.01,0.043,5,0.05,0.026,35,0.347,0.019,58,0.574,0.026,7,0.069,0.052,0,0,0,1,0.01,0.022,46,0.455,0.021,50,0.495,0.025,4,0.04,0.038,0,0,0,1,0.01,0.043,48,0.475,0.02,50,0.495,0.028,2,0.02,0.036,0,0,0,1,0.01,0.053,35,0.347,0.02,64,0.634,0.028,1,0.01,0.01,0,0,0,1,0.01,0.008,35,0.347,0.023,55,0.545,0.025,9,0.089,0.026,0,0,0,2,0.02,0.02,45,0.446,0.021,53,0.525,0.027,2,0.02,0.016,0,0,0,1,0.01,0.033,43,0.426,0.021,54,0.535,0.027,4,0.04,0.031,0,0,0,0,0,0,34,0.337,0.021,55,0.545,0.024,7,0.069,0.031,1,0.01,0.042,4,0.04,0.03
ZACATECAS,43,0.23,0.036,123,0.658,0.048,10,0.053,0.034,1,0.005,0.043,10,0.053,0.053,75,0.401,0.041,101,0.54,0.045,7,0.037,0.052,2,0.011,0.125,2,0.011,0.044,88,0.471,0.041,89,0.476,0.045,8,0.043,0.075,1,0.005,0.067,1,0.005,0.043,93,0.497,0.039,88,0.471,0.049,4,0.021,0.071,1,0.005,0.091,1,0.005,0.053,65,0.348,0.038,110,0.588,0.048,4,0.021,0.04,1,0.005,0.091,7,0.037,0.056,69,0.369,0.045,95,0.508,0.043,19,0.102,0.054,0,0,0,4,0.021,0.04,88,0.471,0.042,94,0.503,0.048,5,0.027,0.039,0,0,0,0,0,0,79,0.422,0.039,101,0.54,0.05,5,0.027,0.039,1,0.005,0.091,1,0.005,0.016,56,0.299,0.035,115,0.615,0.051,8,0.043,0.036,3,0.016,0.125,5,0.027,0.037
Hombre,541,0.292,0.454,1123,0.606,0.44,117,0.063,0.397,10,0.005,0.435,62,0.033,0.328,844,0.455,0.464,939,0.507,0.42,51,0.028,0.381,7,0.004,0.438,12,0.006,0.267,972,0.525,0.454,822,0.444,0.418,43,0.023,0.406,5,0.003,0.333,11,0.006,0.478,1023,0.552,0.434,785,0.424,0.433,33,0.018,0.589,5,0.003,0.455,7,0.004,0.368,749,0.404,0.434,1012,0.546,0.442,48,0.026,0.475,7,0.004,0.636,37,0.02,0.298,718,0.387,0.463,925,0.499,0.421,160,0.086,0.458,19,0.01,0.328,31,0.017,0.31,944,0.509,0.45,846,0.457,0.429,46,0.025,0.362,7,0.004,0.259,10,0.005,0.333,908,0.49,0.45,857,0.462,0.421,59,0.032,0.465,6,0.003,0.545,23,0.012,0.377,730,0.394,0.455,953,0.515,0.421,107,0.058,0.478,12,0.006,0.5,50,0.027,0.373
Mujer,651,0.271,0.546,1431,0.596,0.56,178,0.074,0.603,13,0.005,0.565,127,0.053,0.672,976,0.407,0.536,1299,0.541,0.58,83,0.035,0.619,9,0.004,0.563,33,0.014,0.733,1169,0.487,0.546,1146,0.478,0.582,63,0.026,0.594,10,0.004,0.667,12,0.005,0.522,1332,0.555,0.566,1027,0.428,0.567,23,0.01,0.411,6,0.003,0.545,12,0.005,0.632,976,0.407,0.566,1280,0.533,0.558,53,0.022,0.525,4,0.002,0.364,87,0.036,0.702,832,0.347,0.537,1271,0.53,0.579,189,0.079,0.542,39,0.016,0.672,69,0.029,0.69,1153,0.48,0.55,1126,0.469,0.571,81,0.034,0.638,20,0.008,0.741,20,0.008,0.667,1111,0.463,0.55,1178,0.491,0.579,68,0.028,0.535,5,0.002,0.455,38,0.016,0.623,874,0.364,0.545,1313,0.547,0.579,117,0.049,0.522,12,0.005,0.5,84,0.035,0.627
18 a 20 años,0,0,0,8,0.8,0.003,2,0.2,0.007,0,0,0,0,0,0,0,0,0,10,1,0.004,0,0,0,0,0,0,0,0,0,2,0.2,0.001,8,0.8,0.004,0,0,0,0,0,0,0,0,0,2,0.2,0.001,8,0.8,0.004,0,0,0,0,0,0,0,0,0,2,0.2,0.001,8,0.8,0.003,0,0,0,0,0,0,0,0,0,2,0.2,0.001,7,0.7,0.003,1,0.1,0.003,0,0,0,0,0,0,4,0.4,0.002,6,0.6,0.003,0,0,0,0,0,0,0,0,0,3,0.3,0.001,7,0.7,0.003,0,0,0,0,0,0,0,0,0,1,0.1,0.001,9,0.9,0.004,0,0,0,0,0,0,0,0,0
21 a 30 años,57,0.278,0.048,124,0.605,0.049,15,0.073,0.051,1,0.005,0.043,8,0.039,0.042,84,0.41,0.046,112,0.546,0.05,5,0.024,0.037,1,0.005,0.063,3,0.015,0.067,110,0.537,0.051,87,0.424,0.044,5,0.024,0.047,1,0.005,0.067,2,0.01,0.087,111,0.541,0.047,89,0.434,0.049,5,0.024,0.089,0,0,0,0,0,0,82,0.4,0.048,102,0.498,0.045,10,0.049,0.099,0,0,0,11,0.054,0.089,77,0.376,0.05,104,0.507,0.047,13,0.063,0.037,1,0.005,0.017,10,0.049,0.1,88,0.429,0.042,107,0.522,0.054,6,0.029,0.047,0,0,0,4,0.02,0.133,99,0.483,0.049,96,0.468,0.047,6,0.029,0.047,0,0,0,4,0.02,0.066,79,0.385,0.049,106,0.517,0.047,13,0.063,0.058,0,0,0,7,0.034,0.052
31 a 40 años,258,0.26,0.216,603,0.607,0.236,74,0.075,0.251,8,0.008,0.348,50,0.05,0.265,395,0.398,0.217,537,0.541,0.24,34,0.034,0.254,8,0.008,0.5,19,0.019,0.422,449,0.452,0.21,495,0.498,0.252,34,0.034,0.321,4,0.004,0.267,11,0.011,0.478,513,0.517,0.218,453,0.456,0.25,14,0.014,0.25,3,0.003,0.273,10,0.01,0.526,377,0.38,0.219,545,0.549,0.238,24,0.024,0.238,4,0.004,0.364,43,0.043,0.347,360,0.363,0.232,496,0.499,0.226,83,0.084,0.238,13,0.013,0.224,41,0.041,0.41,503,0.507,0.24,454,0.457,0.23,25,0.025,0.197,3,0.003,0.111,8,0.008,0.267,451,0.454,0.223,492,0.495,0.242,29,0.029,0.228,3,0.003,0.273,18,0.018,0.295,329,0.331,0.205,581,0.585,0.256,47,0.047,0.21,4,0.004,0.167,32,0.032,0.239
41 a 50 años,341,0.271,0.286,762,0.606,0.298,102,0.081,0.346,4,0.003,0.174,49,0.039,0.259,515,0.409,0.283,681,0.541,0.304,51,0.041,0.381,2,0.002,0.125,9,0.007,0.2,600,0.477,0.28,609,0.484,0.309,38,0.03,0.358,5,0.004,0.333,6,0.005,0.261,693,0.551,0.294,543,0.432,0.3,14,0.011,0.25,5,0.004,0.455,3,0.002,0.158,499,0.397,0.289,689,0.548,0.301,34,0.027,0.337,4,0.003,0.364,32,0.025,0.258,440,0.35,0.284,663,0.527,0.302,101,0.08,0.289,23,0.018,0.397,31,0.025,0.31,614,0.488,0.293,577,0.459,0.293,39,0.031,0.307,15,0.012,0.556,13,0.01,0.433,604,0.48,0.299,595,0.473,0.292,41,0.033,0.323,2,0.002,0.182,16,0.013,0.262,470,0.374,0.293,657,0.523,0.29,84,0.067,0.375,8,0.006,0.333,38,0.03,0.284
